Geography,Geographic Area Name,Estimate!!Households!!Median income (dollars),Estimate!!Families!!Median income (dollars),Estimate!!Married-couple families!!Median income (dollars),Estimate!!Nonfamily households!!Median income (dollars),"House Hold Less than $50,000","House Hold $50,000 to $99,999","House Hold $100,000 to $149,999","House Hold $150,000 to $199,999","House Hold $200,000 or more","Families Less than $50,000","Families $50,000 to $99,999","Families $100,000 to 149,999","Families $150,000 to $199,999","Families $200,000 or more","Married-couple Families Less than $50,000","Married-couple Families $50,000 to $99,999","Married-couple Families $100,000 to 149,999","Married-couple Families $150,000 to $199,999","Married-couple Families $200,000 or more","Nonfamily households Less than $50,000","Nonfamily households $50,000 to $99,999","Nonfamily households $100,000 to 149,999","Nonfamily households $150,000 to $199,999","Nonfamily households $200,000 or more",Vote Count,Biden_proportion,average_Biden_proportion
1400000US53029971600,"CensusTract9716,IslandCounty,Washington",79028,88906,99306,39306,27.300000000000004,33.3,19.4,9.9,9.9,21.8,35.4,22.2,9.3,11.3,16.2,34.1,25.2,11.1,13.5,56.2,29.5,5.8,4.1,4.4,1716,[0.5539258  0.49735049 0.45664105],0.5026391146467785
1400000US53029971700,"CensusTract9717,IslandCounty,Washington",74219,88429,88857,49044,29.4,36.6,18.3,4.7,11.3,21.5,42.7,17.4,5.4,12.8,20.5,42.5,16.8,5.4,14.8,51.1,27.5,11.2,2.9,7.3,1718,[0.56748466 0.54995656 0.53357866],0.5503399596479599
1400000US53029971800,"CensusTract9718,IslandCounty,Washington",88333,94727,96050,49028,24.3,36.7,17.6,9.5,11.9,13.8,40.5,21.4,9.9,14.3,9.3,42.7,20.3,11.3,16.4,51.2,26.9,8.0,8.6,5.4,1720,[0.69306931 0.71572146],0.704395385697938
1400000US53029971900,"CensusTract9719,IslandCounty,Washington",82500,104545,107308,36313,29.200000000000003,32.1,20.2,9.5,9.1,13.3,34.4,25.7,13.5,13.0,11.1,33.8,26.8,14.3,13.8,58.4,29.1,10.4,0.0,2.2,1722,[0.7368     0.72440945],0.7306047244094489
1400000US53029972000,"CensusTract9720,IslandCounty,Washington",78403,96985,99173,41935,33.3,31.8,18.4,9.6,6.8,24.8,31.1,22.5,12.9,8.6,18.4,33.6,24.7,14.1,9.1,58.5,27.3,8.4,3.4,2.4,1724,[0.72077922 0.73680352 0.85386221],0.7704816509281457
1400000US53029972100,"CensusTract9721,IslandCounty,Washington",87014,111645,115667,54375,24.5,33.2,25.6,10.2,6.4,13.7,33.5,32.2,10.5,10.0,10.3,33.900000000000006,35.3,10.1,10.4,45.7,30.8,17.1,6.3,0.0,1726,[0.64864865 0.72922849],0.6889385676477664
1400000US53031950202,"CensusTract9502.02,JeffersonCounty,Washington",62500,76765,86131,-,38.99999999999999,34.5,14.6,8.2,3.7,28.3,35.5,21.0,11.3,3.9,19.2,37.6,26.0,12.3,4.8,61.6,32.7,2.3,0.0,3.4,1528,[0.57342657 0.60686016],0.5901433658689595
1400000US53031950301,"CensusTract9503.01,JeffersonCounty,Washington",70769,94234,105505,36518,27.6,31.3,24.9,13.5,2.7,17.299999999999997,33.3,30.9,16.2,2.2,14.3,33.8,32.6,17.1,2.3,62.3,24.3,9.0,0.0,4.5,1533,[0.60231023 0.57475995 0.62711864 0.65137615 0.56889764],0.6048925209610961
1400000US53031950302,"CensusTract9503.02,JeffersonCounty,Washington",70278,82188,114924,-,37.8,28.3,19.5,9.3,5.1,23.7,28.5,25.9,14.1,7.8,10.7,32.5,32.1,14.9,9.7,65.0,27.8,7.1,0.0,0.0,1537,[0.60753532 0.59550562 0.64788732],0.6169760879140754
1400000US53031950400,"CensusTract9504,JeffersonCounty,Washington",57530,70182,70909,24896,45.8,28.700000000000003,15.0,4.9,5.6,36.4,35.1,15.9,4.3,8.3,35.2,34.5,17.8,4.8,7.8,68.5,17.0,9.6,4.7,0.0,1543,[0.66921899 0.71621622 0.57195572],0.6524636416845523
1400000US53031950501,"CensusTract9505.01,JeffersonCounty,Washington",50347,50316,51415,50401,49.1,29.0,10.5,5.0,6.4,49.2,28.6,11.5,5.4,5.3,46.0,29.6,11.6,6.4,6.3,48.8,30.4,8.3,4.1,8.5,1550,"[0.57326007 0.64912281 0.62169312 0.78996037 0.63461538 0.6040404
 0.70886076]",0.654507560000187
1400000US53031950502,"CensusTract9505.02,JeffersonCounty,Washington",67978,87912,79107,54758,27.3,50.2,10.1,10.0,2.5,18.8,47.0,14.7,15.2,4.2,18.2,40.3,17.9,18.4,5.2,38.9,54.6,3.7,2.8,0.0,1552,[0.82735724 0.80690537 0.76388889],0.799383832482894
1400000US53031950602,"CensusTract9506.02,JeffersonCounty,Washington",60593,79803,101806,47422,36.0,33.8,17.6,3.7,8.8,27.700000000000003,31.5,24.6,5.0,11.3,8.899999999999999,40.2,28.8,6.8,15.3,52.1,33.1,7.6,1.9,5.3,1557,[0.82707355 0.87027579 0.87647059],0.8579399774283551
1400000US53031950603,"CensusTract9506.03,JeffersonCounty,Washington",50568,53260,54681,36580,49.7,36.7,8.2,1.2,4.1,46.0,41.2,4.8,3.4,4.6,38.1,44.9,6.3,4.5,6.1,55.7,30.3,10.1,0.0,3.8,1558,[0.76493256 0.9012987  0.84438776],0.8368730063403885
1400000US53031950604,"CensusTract9506.04,JeffersonCounty,Washington",52470,90114,98438,35213,47.60000000000001,23.1,9.3,7.6,12.4,26.9,26.9,14.3,9.7,22.2,21.9,28.6,15.3,10.4,23.7,73.7,18.4,2.9,5.0,0.0,1559,[0.92732558 0.88404133 0.87145969 0.89402174 0.88566243],0.8925021558518681
1400000US53031950702,"CensusTract9507.02,JeffersonCounty,Washington",50553,67237,75417,29137,48.3,38.4,7.7,3.9,1.7,36.3,47.5,10.8,4.6,0.8,26.3,54.1,13.0,5.8,0.8,70.7,20.7,2.8,2.8,2.8,1563,[0.50951374 0.49877751 0.62616822 0.68333333],0.5794482014541875
1400000US53033000101,"CensusTract1.01,KingCounty,Washington",57862,58413,100250,49917,44.0,29.5,24.9,0.0,1.5,44.9,17.0,36.5,0.0,1.6,31.0,18.6,47.9,0.0,2.4,50.2,32.4,16.0,0.0,1.4,2,[0.86743516 0.8853211  0.9       ],0.8842520864729574
1400000US53033000102,"CensusTract1.02,KingCounty,Washington",66589,140104,139766,32388,38.0,26.5,11.7,8.8,15.0,10.6,24.0,17.5,16.3,31.5,10.0,19.1,24.6,15.3,31.0,62.8,28.8,7.2,1.3,0.0,4,[0.85224839 0.84982935 0.88797364 0.91312384 0.78504673],0.8576443920201463
1400000US53033000201,"CensusTract2.01,KingCounty,Washington",80730,103931,140682,62311,32.4,35.1,15.8,7.3,9.5,24.1,22.1,22.3,10.2,21.3,10.5,25.2,21.0,13.1,30.2,41.4,45.9,8.5,4.2,0.0,351,[0.85714286 0.86963434 0.86206897 0.87654321 0.90226876],0.8735316267333442
1400000US53033000202,"CensusTract2.02,KingCounty,Washington",103750,108141,120134,90893,18.7,28.6,29.4,13.1,10.3,20.7,23.5,27.3,12.4,16.2,14.6,20.0,30.1,15.4,20.1,15.2,38.9,31.6,14.3,0.0,356,"[0.884375   0.93154762 0.87288136 0.88414634 0.8179669  0.90225564
 0.91034483]",0.8862168123143536
1400000US53033000300,"CensusTract3,KingCounty,Washington",101897,111375,134861,67708,19.5,26.700000000000003,33.8,8.0,11.9,12.7,19.9,39.9,10.9,16.7,4.0,20.0,41.2,14.1,20.7,33.2,38.3,21.7,3.0,3.7,613,[0.88853503 0.9180791  0.87040619 0.86754967],0.8861424965804074
1400000US53033000402,"CensusTract4.02,KingCounty,Washington",75472,125114,144667,58979,28.700000000000003,38.1,12.5,6.6,14.2,16.6,21.8,19.9,15.6,26.0,13.1,15.4,22.1,17.7,31.8,35.0,47.3,8.8,1.0,8.1,776,[0.89675516 0.88785047 0.87052811 0.88179669 0.88579017 0.89700997],0.8866217613813446
1400000US53033000403,"CensusTract4.03,KingCounty,Washington",37432,98311,98986,20551,53.7,20.5,10.3,4.5,10.9,29.8,27.3,13.0,7.4,22.5,25.9,30.4,3.0,11.1,29.6,70.00000000000001,15.9,8.5,2.6,3.1,779,[0.89355742 0.86497065 0.85234899 0.84768212],0.86463979531391
1400000US53033000404,"CensusTract4.04,KingCounty,Washington",33089,54154,76930,28604,66.10000000000001,22.700000000000003,9.3,0.5,1.4,43.7,28.8,25.8,1.8,0.0,29.3,28.7,39.2,2.7,0.0,75.0,20.3,2.7,0.0,2.0,780,[0.89404935 0.8392283  0.85185185],0.8617098315171076
1400000US53033000500,"CensusTract5,KingCounty,Washington",158068,192063,196250,69625,15.099999999999998,13.6,18.1,16.0,37.0,4.0,16.6,13.7,20.5,45.2,4.2,15.0,11.8,21.9,47.2,42.8,15.2,26.7,4.9,10.4,966,[0.8460177  0.8580786  0.92732558 0.91511936 0.86533666],0.8823755809759641
1400000US53033000601,"CensusTract6.01,KingCounty,Washington",81004,81250,125625,75383,21.700000000000003,41.4,14.7,15.7,6.5,19.4,47.1,9.6,13.1,10.9,12.3,27.200000000000003,15.6,23.6,21.2,35.1,37.5,10.8,16.6,0.0,1126,[0.86231884 0.84302326 0.89130435 0.88521401 0.83283582],0.8629392545794747
1400000US53033000602,"CensusTract6.02,KingCounty,Washington",79850,95570,96899,73203,21.3,43.8,12.1,10.0,12.8,17.200000000000003,39.3,12.3,10.5,20.7,8.899999999999999,43.5,13.6,12.4,21.6,29.9,49.2,13.6,7.3,0.0,1129,[0.87940631 0.86458333 0.88536953 0.84324324 0.84778013 0.87121212],0.8652657775074474
1400000US53033000700,"CensusTract7,KingCounty,Washington",76888,89937,104020,47039,34.4,27.9,13.3,13.8,10.5,22.1,34.2,17.6,13.7,12.3,14.3,33.6,20.2,16.7,15.0,54.5,25.1,8.4,4.0,7.9,1188,[0.88219178 0.90406977 0.93112245 0.91629297 0.86262925 0.8952381 ],0.8985907189578198
1400000US53033000800,"CensusTract8,KingCounty,Washington",109300,120324,156667,90583,18.2,27.6,18.6,11.3,24.2,10.4,29.3,19.9,10.0,30.4,6.7,21.3,21.3,13.0,37.7,30.1,25.3,18.8,11.1,14.8,1356,[0.94011976 0.90262172 0.90410959 0.90051458 0.78661088],0.8867953061575061
1400000US53033000900,"CensusTract9,KingCounty,Washington",128250,170167,172000,80750,13.5,24.0,18.9,12.6,30.9,5.3,21.9,19.3,13.9,39.6,6.2,18.1,20.5,14.3,40.8,32.0,30.2,17.9,12.0,7.9,1397,[0.90662651 0.90196078 0.82262997 0.8839779 ],0.8787987900773171
1400000US53033001000,"CensusTract10,KingCounty,Washington",106964,134000,137083,56250,20.3,27.200000000000003,19.4,21.0,12.0,12.8,21.8,24.2,23.5,17.7,11.2,19.700000000000003,25.6,24.9,18.7,32.1,39.3,11.9,13.3,3.4,9,[0.89210526 0.92508143 0.91287129],0.9100193278371213
1400000US53033001100,"CensusTract11,KingCounty,Washington",119583,122854,124250,75227,15.7,24.9,23.6,11.8,23.9,5.9,25.9,34.4,17.3,16.5,3.8,20.6,38.7,18.4,18.6,36.8,23.4,8.5,0.0,31.3,132,[0.90553746 0.93384224 0.90407674 0.90282686],0.9115708230504816
1400000US53033001201,"CensusTract12.01,KingCounty,Washington",47924,62669,71607,35000,56.400000000000006,30.0,9.8,3.0,0.9,36.1,44.0,9.5,7.3,3.1,18.9,58.3,11.9,4.1,6.9,65.0,27.4,6.5,1.2,0.0,226,[0.80916031 0.88777555 0.93648208],0.8778059803787567
1400000US53033001202,"CensusTract12.02,KingCounty,Washington",72660,101361,127105,55707,38.1,25.3,20.4,9.6,6.7,24.6,21.6,27.7,16.5,9.6,24.6,8.0,29.6,23.8,13.9,49.2,30.7,14.4,1.5,4.2,228,[0.8957265  0.92111959 0.85679612 0.89759036 0.86918605],0.8880837226128158
1400000US53033001300,"CensusTract13,KingCounty,Washington",77791,100921,112917,56354,28.8,39.1,21.1,3.1,8.0,21.1,28.200000000000003,27.2,5.3,18.2,13.6,19.4,36.6,3.9,26.5,35.7,44.6,17.6,1.5,0.8,278,[0.92723493 0.87625418 0.86749482 0.90947666],0.8951151484513516
1400000US53033001400,"CensusTract14,KingCounty,Washington",104095,133349,135167,66594,17.6,31.7,18.0,11.0,21.8,8.6,28.4,22.7,11.1,29.2,4.6,29.1,22.3,12.1,31.9,27.0,35.0,13.4,10.6,14.0,301,"[0.90277778 0.89453125 0.86893204 0.91417425 0.89492119 0.9015544
 0.89461358]",0.8959292138664046
1400000US53033001500,"CensusTract15,KingCounty,Washington",142063,166875,195313,81780,14.0,17.9,22.2,16.8,29.2,7.6,8.7,22.2,19.8,41.7,3.6,9.3,22.6,21.1,43.2,26.5,32.8,21.3,11.9,7.6,313,[0.90644491 0.90681818 0.85915493 0.89215686],0.8911437201464129
1400000US53033001600,"CensusTract16,KingCounty,Washington",172232,211500,214850,75625,12.7,16.9,13.4,12.8,44.2,7.800000000000001,9.3,10.1,18.9,53.8,4.9,9.1,10.8,19.0,56.2,22.9,32.7,20.4,3.7,20.4,321,"[0.9273183  0.85865724 0.82825485 0.82619048 0.8781362  0.87916667
 0.86321627 0.92287234]",0.8729765421717882
1400000US53033001701,"CensusTract17.01,KingCounty,Washington",83456,101705,130252,73858,25.4,32.5,25.9,13.1,3.1,21.6,26.8,23.8,24.3,3.5,6.9,30.5,29.9,28.4,4.4,33.4,34.2,27.6,2.2,2.7,331,[0.95485327 0.90784314 0.9281768  0.9156939  0.91916859],0.925147140243496
1400000US53033001702,"CensusTract17.02,KingCounty,Washington",92361,124423,139977,65428,22.0,31.7,23.6,7.5,15.2,11.4,26.8,21.2,13.7,27.0,6.1,25.7,22.0,14.7,31.4,37.3,40.5,21.1,0.0,1.2,334,[0.89273356 0.88109162 0.92086331 0.90398818 0.90343699 0.90729783],0.9015685822298686
1400000US53033001800,"CensusTract18,KingCounty,Washington",95885,128125,132670,83750,20.0,34.099999999999994,20.2,11.6,14.1,15.9,25.1,19.0,17.2,22.8,7.5,27.1,20.5,18.1,26.8,24.700000000000003,37.7,20.0,8.4,9.2,338,"[0.94188862 0.93447293 0.91156463 0.91847826 0.91576674 0.94244604
 0.88791209]",0.9217899015408608
1400000US53033001900,"CensusTract19,KingCounty,Washington",108542,145729,151938,75658,17.9,29.3,18.0,13.5,21.2,9.1,20.200000000000003,23.1,19.3,28.5,7.399999999999999,17.4,23.6,22.0,29.7,27.800000000000004,37.8,13.7,6.8,13.9,343,[0.90909091 0.93139293 0.89058524 0.90869565 0.86647727 0.90769231],0.902322385801269
1400000US53033002000,"CensusTract20,KingCounty,Washington",124205,160417,168553,74792,15.9,23.6,22.9,12.8,24.9,5.199999999999999,21.3,21.0,17.9,34.5,3.8,19.2,21.6,19.3,36.1,31.0,29.4,28.3,5.3,5.8,361,"[0.94186047 0.93548387 0.95567867 0.93870968 0.96428571 0.93855932
 0.91384181]",0.9412027897275292
1400000US53033002100,"CensusTract21,KingCounty,Washington",122984,166906,170302,66786,24.0,19.7,16.1,15.8,24.3,11.2,8.6,17.8,24.3,38.0,9.3,6.4,18.5,25.4,40.5,43.6,34.400000000000006,12.9,4.9,4.3,403,"[0.90673575 0.92440605 0.91780822 0.90801187 0.94791667 0.94133333
 0.88208617 0.90045249]",0.916093817989257
1400000US53033002200,"CensusTract22,KingCounty,Washington",140769,174559,190480,68750,20.2,17.7,14.6,15.3,32.3,13.8,10.9,14.4,20.1,40.7,9.8,9.4,15.3,21.3,44.3,38.1,37.2,16.4,1.4,6.9,423,"[0.90334572 0.85512367 0.88928571 0.92018779 0.89684814 0.9245283
 0.87640449 0.80769231 0.76767677 0.79868709 0.96376812 0.86494253
 0.93181818]",0.8769468333012888
1400000US53033002400,"CensusTract24,KingCounty,Washington",145391,167639,190782,95263,8.9,22.5,19.6,24.3,24.7,6.3,18.3,15.4,29.8,30.2,2.8,12.8,12.1,35.9,36.3,16.5,37.3,29.0,4.5,12.7,479,[0.90985915 0.91145833 0.92587601 0.94661922],0.923453179031608
1400000US53033002500,"CensusTract25,KingCounty,Washington",132898,159464,167000,68056,20.4,15.6,20.7,15.0,28.4,6.4,19.2,19.2,18.4,37.0,2.2,17.5,21.7,20.8,37.8,44.7,16.8,15.7,9.1,13.7,499,[0.9458042  0.91818182 0.94160584 0.92955801 0.91756272],0.9305425176932266
1400000US53033002600,"CensusTract26,KingCounty,Washington",135000,163672,166719,62917,17.6,20.6,15.4,22.2,24.3,4.1,18.0,21.5,24.8,31.6,0.9,17.1,21.5,26.2,34.3,38.9,29.7,3.5,14.4,13.4,526,[0.94722955 0.94730238 0.90810811 0.93248175 0.93058568 0.95367847],0.936564325455918
1400000US53033002700,"CensusTract27,KingCounty,Washington",149239,161648,183913,95434,20.2,16.1,14.0,13.8,35.9,8.3,20.2,16.4,13.6,41.4,9.5,12.7,16.7,14.3,46.8,37.0,17.0,9.8,10.7,25.4,540,"[0.90785908 0.89667897 0.9173913  0.92073171 0.93939394 0.9453125
 0.90635452 0.91590909 0.91605839 0.89873418 0.91208791]",0.916046507805658
1400000US53033002800,"CensusTract28,KingCounty,Washington",122813,177500,184145,81330,17.6,21.0,26.4,11.5,23.6,2.7,6.1,36.8,15.9,38.6,3.0,6.9,31.0,17.9,41.3,29.0,32.4,23.7,8.1,6.9,554,"[0.92388451 0.94117647 0.91919192 0.95308642 0.91585761 0.95379538
 0.92857143 0.94285714 0.94044665]",0.9354297255819471
1400000US53033002900,"CensusTract29,KingCounty,Washington",107578,146625,150644,64306,19.1,24.3,21.5,14.1,20.9,9.5,12.7,28.3,15.6,33.8,7.1,11.4,30.8,17.4,33.4,33.0,41.9,14.9,8.8,1.5,571,"[0.96774194 0.94054054 0.96308725 0.93224932 0.97306397 0.93350384
 0.95511222 0.95098039 0.94461538 0.92553191]",0.9486426767338128
1400000US53033003000,"CensusTract30,KingCounty,Washington",109941,160457,173112,81116,17.2,21.5,25.9,10.9,24.6,6.0,16.700000000000003,25.3,13.1,38.8,3.5,16.0,24.2,15.1,41.2,32.5,28.1,26.7,7.9,4.8,619,"[0.96539162 0.94512195 0.93589744 0.94130926 0.91233766 0.93994778
 0.92137592 0.94130435 0.95833333 0.94346979 0.95714286]",0.9419665410540948
1400000US53033003100,"CensusTract31,KingCounty,Washington",148884,172273,187109,62028,15.0,16.1,19.3,17.5,32.0,5.2,13.2,18.9,20.2,42.6,3.4000000000000004,9.5,18.6,22.8,45.7,39.6,28.3,20.3,6.0,5.7,658,"[0.90753425 0.91129032 0.93005181 0.85818182 0.91233766 0.93272171
 0.91435185 0.87228916 0.91605839 0.94576271 0.87702265 0.92138365
 0.87578947 0.92215569 0.93206522]",0.908599758093816
1400000US53033003201,"CensusTract32.01,KingCounty,Washington",98993,-,"250,000+",76750,27.9,22.8,16.5,10.0,22.9,16.5,19.4,12.4,2.6,49.1,9.1,16.1,10.7,3.2,60.9,34.4,24.700000000000003,18.9,14.2,7.8,695,"[0.93209877 0.84802432 0.9011976  0.85981308 0.928125   0.9538835
 0.91291291]",0.9051507397860906
1400000US53033003202,"CensusTract32.02,KingCounty,Washington",125163,142216,163610,55982,13.7,23.4,29.7,13.6,19.4,3.2,13.3,33.9,22.7,26.9,0.0,15.5,30.1,23.2,31.2,27.6,36.9,24.2,5.3,6.0,696,"[0.93872549 0.94482759 0.94559585 0.95323741 0.95942029 0.97798742
 0.92631579 0.9352518  0.8802589  0.95008319]",0.941170373502267
1400000US53033003301,"CensusTract33.01,KingCounty,Washington",116000,146833,211397,107837,15.1,22.6,23.0,10.5,28.7,10.1,20.4,20.3,6.9,42.3,0.0,18.3,23.3,4.8,53.6,19.6,24.4,25.3,13.6,17.2,755,[0.94358974 0.94370861 0.94711538 0.93684211 0.9591002 ],0.9460712094477574
1400000US53033003302,"CensusTract33.02,KingCounty,Washington",137917,173304,203068,94231,8.2,32.1,16.4,16.9,26.4,11.0,15.2,14.6,14.7,44.4,5.2,13.5,16.6,14.5,50.3,12.3,43.9,18.5,19.4,5.8,756,[0.96445498 0.93995859 0.94674556 0.9        0.93922652],0.9380771299806032
1400000US53033003400,"CensusTract34,KingCounty,Washington",122440,170417,178939,72708,12.7,29.6,14.1,16.0,27.6,3.0,22.4,18.7,17.7,38.2,1.6,18.7,16.2,20.1,43.4,28.800000000000004,41.4,10.1,11.6,7.9,757,"[0.94207317 0.94545455 0.95682451 0.97971014 0.94285714 0.94634146
 0.95628415]",0.95279216184655
1400000US53033003500,"CensusTract35,KingCounty,Washington",107702,146548,160375,58325,26.9,20.9,19.5,10.9,21.8,12.8,16.2,23.2,14.9,32.9,5.699999999999999,14.9,26.4,16.3,36.6,44.9,24.8,16.3,5.9,8.1,759,[0.93814433 0.91314031 0.93718593 0.93009119 0.95930233 0.96919431],0.941176399189516
1400000US53033003601,"CensusTract36.01,KingCounty,Washington",76045,112891,118250,51250,35.3,25.0,21.8,6.3,11.5,2.8,32.4,28.3,12.1,24.3,3.4,31.5,26.9,12.0,26.2,48.9,21.9,20.1,3.8,5.2,761,[0.93197279 0.95183486 0.87931034 0.93069307 0.92288557 0.95355191],0.9283747583905156
1400000US53033003602,"CensusTract36.02,KingCounty,Washington",83367,119659,156328,62416,29.8,29.5,23.6,7.9,9.0,12.1,25.1,15.7,20.8,26.3,0.0,38.4,9.5,12.0,40.2,35.0,30.8,27.2,3.0,4.0,763,[0.94414169 0.91653028 0.9260274 ],0.928899788288659
1400000US53033003800,"CensusTract38,KingCounty,Washington",125938,171071,176012,61250,18.2,26.4,13.7,12.1,29.5,3.0,22.2,14.9,18.8,41.1,0.0,21.6,13.4,20.2,44.9,39.8,34.7,10.9,1.5,13.1,765,[0.94871795 0.93775934 0.90983607 0.94594595],0.9355648240843124
1400000US53033003900,"CensusTract39,KingCounty,Washington",141786,172278,184000,54375,21.6,19.9,10.2,15.7,32.7,8.799999999999999,22.6,7.5,20.4,40.7,4.2,19.1,6.6,22.3,47.8,48.4,16.0,16.0,3.9,15.7,767,[0.90993789 0.88381743 0.86419753 0.90076336],0.8896790513068683
1400000US53033004000,"CensusTract40,KingCounty,Washington",98333,232500,"250,000+",61550,25.3,26.9,9.5,7.9,30.5,15.3,9.2,7.9,13.9,53.7,3.6,8.7,10.3,18.2,59.1,36.6,47.1,11.3,1.1,3.9,781,[0.91016949 0.89727127 0.92771084 0.94163424],0.9191964610504596
1400000US53033004101,"CensusTract41.01,KingCounty,Washington","250,000+","250,000+","250,000+",177125,3.6,4.9,8.3,17.1,66.2,4.8,3.8,7.0,13.6,70.7,4.1,3.8,7.1,13.8,71.3,0.0,6.5,19.6,46.4,27.5,847,"[0.86419753 0.89351852 0.83067093 0.91258741 0.84375    0.825
 0.86618005 0.85774947]",0.8617067382954923
1400000US53033004102,"CensusTract41.02,KingCounty,Washington",156667,217794,229417,51058,19.8,14.6,15.3,12.5,37.9,2.0,8.8,12.3,18.9,58.1,2.4,6.199999999999999,12.4,13.8,65.3,48.2,24.0,22.2,0.0,5.5,848,[0.88461538 0.92905405 0.92667707 0.78270042 0.92936803 0.84639017],0.88313418773394
1400000US53033004201,"CensusTract42.01,KingCounty,Washington",154211,203472,210333,75865,13.9,16.9,17.5,16.8,35.0,2.7,6.1,19.4,21.0,50.8,2.8,6.3,16.5,21.7,52.6,30.2,32.6,14.8,10.6,11.8,927,"[0.93952484 0.92764858 0.94536817 0.9132948  0.92565056 0.90262172
 0.93495935 0.91320755 0.91428571]",0.9240623641166498
1400000US53033004202,"CensusTract42.02,KingCounty,Washington",132386,181023,208993,91314,7.6,31.9,14.8,14.1,31.7,3.5,25.700000000000003,11.3,13.5,46.1,1.7,21.1,11.3,14.0,52.0,15.8,44.1,24.2,15.3,0.6,928,"[0.96035242 0.9347079  0.93540052 0.95864662 0.95986622 0.92523364
 0.90268456 0.95505618]",0.9414935086442556
1400000US53033004301,"CensusTract43.01,KingCounty,Washington",82697,183600,197596,52102,31.2,20.9,14.0,8.3,25.5,21.3,9.2,12.1,14.2,43.1,12.8,9.3,13.5,16.6,47.8,47.3,26.7,16.6,1.3,8.1,944,[0.95310136 0.94957983 0.96759259 0.94621027],0.9541210137618484
1400000US53033004302,"CensusTract43.02,KingCounty,Washington",38033,63750,80179,32696,64.9,24.8,5.8,2.3,2.1,45.3,34.2,10.0,0.0,10.4,21.7,46.900000000000006,15.4,0.0,16.0,70.1,22.7,4.1,2.7,0.4,945,[0.8997006  0.9270073  0.88333333],0.9033470771352672
1400000US53033004401,"CensusTract44.01,KingCounty,Washington",135329,193000,209348,99336,16.4,17.4,17.5,13.7,35.0,9.3,9.9,17.9,17.5,45.4,3.6,11.6,15.2,16.4,53.2,23.1,28.3,21.8,8.7,18.2,949,[0.88356164 0.86644951 0.92763938 0.96176471 0.92827869],0.9135387865597216
1400000US53033004402,"CensusTract44.02,KingCounty,Washington",51213,-,173013,50224,48.1,26.4,6.0,4.0,15.5,41.2,16.7,2.0,18.6,21.6,21.7,22.1,2.7,24.8,28.8,49.60000000000001,28.5,6.9,2.1,13.0,950,[0.94029851 0.95275591 0.94206009],0.9450381662704692
1400000US53033004500,"CensusTract45,KingCounty,Washington",115885,152750,181667,96429,16.6,26.0,14.9,10.4,32.2,15.0,18.0,14.6,12.5,39.7,11.1,15.6,15.4,14.3,43.6,21.700000000000003,32.0,14.4,8.3,23.7,951,[0.93555556 0.94791667 0.92877493 0.93562232],0.9369673671484292
1400000US53033004600,"CensusTract46,KingCounty,Washington",136940,195694,213000,87813,11.3,23.9,19.2,11.0,34.6,5.5,12.3,17.2,15.7,49.2,1.3,9.1,16.8,17.6,55.2,20.5,38.2,23.2,5.7,12.3,953,"[0.93820225 0.95307918 0.93442623 0.93037975 0.93333333 0.91061453
 0.952      0.92563291]",0.9347085215357106
1400000US53033004701,"CensusTract47.01,KingCounty,Washington",75788,107903,134271,67062,26.0,40.400000000000006,18.5,4.0,11.1,0.0,48.5,23.5,6.9,21.2,0.0,34.0,30.1,8.8,27.1,31.9,38.5,17.4,3.3,8.9,956,[0.92639594 0.89627229 0.92124105 0.87396694],0.9044690541514004
1400000US53033004702,"CensusTract47.02,KingCounty,Washington",103750,184212,183967,74861,16.5,29.6,24.0,15.7,14.1,4.4,5.9,20.5,24.7,44.5,0.0,6.7,23.4,28.1,41.8,22.0,36.2,25.2,12.7,3.8,958,[0.9286872  0.92894281 0.94476744],0.9341324818654418
1400000US53033004703,"CensusTract47.03,KingCounty,Washington",105815,175911,176696,93983,13.9,32.2,24.3,12.3,17.3,2.8,27.2,16.4,10.2,43.5,3.0,29.1,10.6,10.9,46.5,19.7,34.6,28.4,13.3,3.8,960,[0.91445428 0.9241573  0.94736842 0.92521994],0.927799985764632
1400000US53033004800,"CensusTract48,KingCounty,Washington",119946,155313,167122,83382,14.3,27.7,18.5,10.7,28.9,11.2,13.5,23.4,12.1,39.8,1.6,14.3,21.9,14.5,47.7,18.9,36.1,14.7,9.6,20.5,961,"[0.96352584 0.96575342 0.93918919 0.94       0.94256259 0.93333333
 0.94756554]",0.9474185597378012
1400000US53033004901,"CensusTract49.01,KingCounty,Washington",105053,207941,208676,96161,18.6,28.1,25.1,8.5,19.8,3.2,26.4,11.3,8.6,50.6,0.0,23.8,11.6,12.4,52.2,23.7,28.700000000000003,29.7,8.5,9.6,964,[0.94177215 0.96760259 0.94170404 0.96619217 0.91864407],0.9471830036361892
1400000US53033004902,"CensusTract49.02,KingCounty,Washington",122422,216145,216553,98029,10.3,33.2,21.7,12.1,22.7,1.6,16.3,15.2,8.4,58.5,0.0,15.7,11.4,9.6,63.2,13.6,39.3,25.2,12.3,9.5,965,[0.9591195  0.96062992 0.9512894  0.96307238 0.91553134],0.9499285059369404
