Geography,Geographic Area Name,Estimate!!Households!!Median income (dollars),Estimate!!Families!!Median income (dollars),Estimate!!Married-couple families!!Median income (dollars),Estimate!!Nonfamily households!!Median income (dollars),"House Hold Less than $50,000","House Hold $50,000 to $99,999","House Hold $100,000 to $149,999","House Hold $150,000 to $199,999","House Hold $200,000 or more","Families Less than $50,000","Families $50,000 to $99,999","Families $100,000 to 149,999","Families $150,000 to $199,999","Families $200,000 or more","Married-couple Families Less than $50,000","Married-couple Families $50,000 to $99,999","Married-couple Families $100,000 to 149,999","Married-couple Families $150,000 to $199,999","Married-couple Families $200,000 or more","Nonfamily households Less than $50,000","Nonfamily households $50,000 to $99,999","Nonfamily households $100,000 to 149,999","Nonfamily households $150,000 to $199,999","Nonfamily households $200,000 or more",Vote Count,Biden_proportion,average_Biden_proportion
1400000US53061051932,"CensusTract519.32,SnohomishCounty,Washington",104545,141786,146290,54142,13.6,34.0,19.9,22.0,10.5,9.6,15.3,32.0,27.3,15.7,5.4,15.0,33.3,31.5,14.7,19.7,63.0,4.6,10.4,2.4,1021,[0.68367347 0.67921897 0.69051322],0.6844685521980852
1400000US53061051933,"CensusTract519.33,SnohomishCounty,Washington",120731,139032,143929,79643,10.2,25.5,34.7,6.4,23.2,11.7,19.9,32.9,7.0,28.7,3.1,12.5,41.5,9.3,33.7,4.7,56.3,31.9,4.4,2.8,1022,[0.73537234 0.70772947 0.675     ],0.7060339363415219
1400000US53061051934,"CensusTract519.34,SnohomishCounty,Washington",106131,126042,132721,70729,13.6,34.1,15.7,21.9,14.7,11.3,29.4,16.8,25.3,17.2,6.2,30.200000000000003,19.6,22.6,21.4,23.2,53.9,11.0,7.8,4.1,1023,[0.69571231 0.72997712 0.29787234 0.68303571 0.66213152],0.6137458001021243
1400000US53061051935,"CensusTract519.35,SnohomishCounty,Washington",102500,109000,124250,75365,10.2,38.2,20.2,13.8,17.5,6.1,39.0,22.6,16.7,15.6,0.0,32.4,25.8,21.6,20.2,29.8,55.2,8.8,0.0,6.2,1024,[0.68960674 0.68149466 0.70644391],0.6925151058586292
1400000US53061051936,"CensusTract519.36,SnohomishCounty,Washington",92917,92716,92361,82917,22.9,36.1,33.1,4.1,3.7,20.0,37.0,33.5,4.5,5.0,22.1,37.3,28.5,5.7,6.4,35.2,33.5,28.2,3.1,0.0,1025,[0.66247756 0.72484076],0.6936591613397523
1400000US53061051937,"CensusTract519.37,SnohomishCounty,Washington",152349,168050,176250,33750,17.4,9.3,17.8,25.6,29.8,10.1,11.1,17.4,29.0,32.3,6.0,10.5,18.7,31.1,33.8,73.3,6.0,20.7,0.0,0.0,1026,[0.73557047 0.73255814 0.71764706],0.7285918893856903
1400000US53061051938,"CensusTract519.38,SnohomishCounty,Washington",119195,119928,121250,95855,7.6,33.0,21.6,9.6,28.2,4.6,29.4,25.4,5.9,34.7,4.6,28.8,23.0,6.5,37.2,14.8,42.4,18.5,12.6,11.7,1027,[0.76783005 0.67529107 0.73452769],0.7258829355195394
1400000US53061052004,"CensusTract520.04,SnohomishCounty,Washington",146923,149611,156875,87212,9.5,19.9,24.5,20.5,25.7,3.6000000000000005,22.0,25.0,19.9,29.5,4.5,19.2,22.0,21.5,32.8,30.3,23.2,29.8,15.0,1.8,1030,"[0.62562396 0.64786325 0.679941   0.62532982 0.63636364 0.62565445
 0.68196721]",0.6461061894176081
1400000US53061052005,"CensusTract520.05,SnohomishCounty,Washington",103393,146250,148496,63878,16.0,32.4,22.0,12.1,17.5,10.3,18.4,26.0,18.8,26.6,6.3,18.0,28.4,18.2,29.1,29.3,48.2,16.0,3.4,3.0,1031,"[0.6921875  0.625      0.55855856 0.63788969 0.68122977 0.6625
 0.6635514 ]",0.6458452745914144
1400000US53061052006,"CensusTract520.06,SnohomishCounty,Washington",130341,135278,156719,79844,15.1,21.1,23.3,15.3,25.1,14.2,22.8,19.5,14.8,28.6,14.1,16.4,17.2,17.8,34.5,32.9,26.700000000000003,40.4,0.0,0.0,1032,[0.63589744 0.678      0.6957164  0.71868979 0.65986395 0.66565809],0.6756376098651667
1400000US53061052007,"CensusTract520.07,SnohomishCounty,Washington",130099,131528,140000,76042,7.699999999999999,28.4,29.8,17.1,17.0,9.0,26.5,28.9,19.2,16.5,4.5,24.4,31.0,21.0,19.1,18.2,60.0,21.8,0.0,0.0,1033,[0.68433735 0.77894737 0.65224626 0.72957746],0.711277109711744
1400000US53061052008,"CensusTract520.08,SnohomishCounty,Washington",107375,140688,153750,-,21.4,24.6,21.1,16.4,16.4,9.3,24.5,22.9,20.6,22.7,1.6,18.8,28.5,22.8,28.3,53.5,24.7,16.3,5.4,0.0,1034,[0.66398929 0.70622287 0.65217391],0.6741286896504128
1400000US53061052009,"CensusTract520.09,SnohomishCounty,Washington",183238,183463,184467,124018,4.5,6.9,20.6,25.7,42.3,5.4,4.4,19.9,28.2,42.0,3.9,2.8,19.7,29.6,44.0,0.0,42.1,24.3,0.0,33.6,1035,[0.68778281 0.55092593 0.67600701],0.6382385788699102
1400000US53061052010,"CensusTract520.10,SnohomishCounty,Washington",130058,130654,132115,-,10.6,14.7,39.8,17.8,17.2,8.6,13.7,42.2,18.9,16.5,4.4,10.6,48.9,16.1,20.0,41.3,29.3,0.0,0.0,29.3,1036,[0.70191226 0.66869671 0.639866  ],0.6701583229816482
1400000US53061052104,"CensusTract521.04,SnohomishCounty,Washington",107396,108376,108592,105734,12.9,31.0,36.5,7.6,12.0,13.9,28.0,31.0,9.9,17.0,11.2,28.4,33.0,9.8,17.6,10.9,36.2,46.2,5.0,1.7,1037,"[0.56132756 0.47301587 0.45945946 0.38554217 0.38       0.5379902
 0.50857143 0.5        1.         0.         0.69932432]",0.5004755464956161
1400000US53061052105,"CensusTract521.05,SnohomishCounty,Washington",106719,139500,143929,26875,15.400000000000002,32.3,13.2,20.2,18.8,7.8,33.5,14.4,22.0,22.2,5.199999999999999,33.7,13.1,23.9,24.1,60.5,19.4,3.1,17.1,0.0,1038,[0.44892473 0.54575163 0.4141791 ],0.4696184898824452
1400000US53061052107,"CensusTract521.07,SnohomishCounty,Washington",165545,167778,165635,-,11.4,10.5,13.9,37.1,27.2,8.200000000000001,8.8,14.2,38.5,30.4,6.0,9.5,16.5,37.5,30.5,31.8,21.5,15.4,28.8,2.5,1039,[0.62298851 0.27938671 0.55862069 0.66849015 0.48154093 0.5712098 ],0.5303727987614225
1400000US53061052108,"CensusTract521.08,SnohomishCounty,Washington",153350,168320,168730,73000,11.2,13.4,24.4,28.2,22.7,2.5,14.8,23.5,35.4,23.9,2.7,14.5,21.9,37.4,23.5,44.9,14.4,24.3,4.7,11.8,1040,"[0.52199413 0.51862891 0.54967742 0.51815981 0.51724138 0.50276243
 0.54405286]",0.524645278043547
1400000US53061052112,"CensusTract521.12,SnohomishCounty,Washington",139000,152000,152727,51250,14.5,21.3,18.6,13.0,32.7,5.3,21.3,22.2,14.2,36.9,4.7,20.4,23.1,15.4,36.3,50.0,18.1,11.1,8.6,12.1,1041,[0.47550432 0.44230769 0.59593023 0.47606383 0.6       ],0.5179612154839273
1400000US53061052113,"CensusTract521.13,SnohomishCounty,Washington",145147,145882,161103,130000,11.2,14.0,28.7,15.7,30.5,8.7,17.2,27.3,16.5,30.3,6.800000000000001,13.4,28.8,18.4,32.6,32.3,7.4,16.8,15.8,27.7,1042,[0.68985507 0.4911032  0.54973822],0.5768988317353436
1400000US53061052114,"CensusTract521.14,SnohomishCounty,Washington",152054,154539,158958,-,9.4,15.1,24.7,21.2,29.6,5.5,15.8,21.9,23.9,32.8,4.3,14.0,22.1,24.3,35.2,38.9,15.7,45.5,0.0,0.0,1043,[0.58909574 0.49030471 0.58891753 0.59259259 0.37931034 0.55882353],0.5331740744045441
1400000US53061052119,"CensusTract521.19,SnohomishCounty,Washington",150833,140391,172685,152670,5.9,21.6,21.6,31.5,19.4,9.6,16.7,25.4,29.5,18.9,6.0,14.2,21.9,34.6,23.3,0.0,49.0,0.0,43.5,7.5,1044,[0.69241573 0.65374677 0.62769231],0.6579516026850754
1400000US53061052120,"CensusTract521.20,SnohomishCounty,Washington",129196,133591,133735,68073,8.8,14.8,42.2,16.7,17.4,3.3,10.7,47.6,19.5,18.8,3.7,11.9,45.8,17.7,20.8,41.8,47.4,10.7,0.0,0.0,1045,[0.6260745  0.69344609 0.59027778],0.6365994550466797
1400000US53061052121,"CensusTract521.21,SnohomishCounty,Washington",127850,128050,138448,121967,9.1,25.1,31.5,20.6,13.7,8.9,30.0,27.9,21.7,11.6,4.2,24.5,32.6,25.4,13.5,9.9,21.2,31.7,17.3,19.9,1046,[0.58504673 0.65067466 0.62875536 0.58171206],0.6115472046760762
1400000US53061052122,"CensusTract521.22,SnohomishCounty,Washington",116553,127500,154286,90150,17.8,22.2,23.7,13.5,22.9,25.8,10.8,21.0,14.3,28.0,11.7,9.7,23.0,19.3,36.3,29.3,30.5,30.5,9.6,0.0,1047,[0.40869565 0.56443299 0.69085631 0.51643192 0.46420323],0.5289240227002876
1400000US53061052203,"CensusTract522.03,SnohomishCounty,Washington",115607,129148,134173,-,13.5,25.200000000000003,27.5,10.5,23.1,7.699999999999999,25.2,30.4,11.6,25.2,3.4000000000000004,23.8,32.1,13.2,27.5,50.8,26.4,12.7,10.0,0.0,1048,"[0.19354839 0.542      0.28181818 0.5               nan 0.53577661
 0.52344602 0.56651719 0.54442149]",
1400000US53061052204,"CensusTract522.04,SnohomishCounty,Washington",98864,101268,102750,69500,16.5,34.8,31.4,11.6,5.7,16.4,31.1,33.8,12.7,6.0,16.0,30.3,33.3,13.9,6.5,19.4,58.6,12.5,9.5,0.0,1049,[0.55299539 0.55820477 0.55628272 0.50871632 0.48058252],0.5313563460739615
1400000US53061052206,"CensusTract522.06,SnohomishCounty,Washington",142500,153375,162455,51458,15.0,16.4,21.6,25.6,21.5,9.5,15.2,23.2,28.4,23.5,6.1,15.2,23.6,30.6,24.5,43.6,25.2,12.8,10.3,8.1,1050,"[0.44623656 0.49402823 0.46223565        nan 0.48240166 0.53846154
 0.43304348 0.45577396]",
1400000US53061052207,"CensusTract522.07,SnohomishCounty,Washington",109732,119491,126000,56477,16.0,29.200000000000003,27.4,13.5,14.0,13.3,27.0,28.9,15.9,14.9,5.1,25.6,34.2,18.8,16.4,40.49999999999999,38.1,14.4,4.1,3.0,1051,"[0.5        0.48427673 0.46577947        nan 0.44088176 0.46732026
 0.4704    ]",
1400000US53061052208,"CensusTract522.08,SnohomishCounty,Washington",64253,64489,81310,59667,29.5,51.5,11.8,4.5,2.6,27.0,55.3,9.6,4.9,3.0,14.3,59.4,14.7,6.3,5.3,41.3,41.5,11.5,3.8,2.0,1052,[0.53225806 0.47953216],0.5058951141294095
1400000US53061052210,"CensusTract522.10,SnohomishCounty,Washington",92830,94198,95690,78036,20.1,48.900000000000006,24.9,2.5,3.6,22.2,46.0,27.3,1.8,2.7,10.2,51.0,33.0,1.5,4.3,30.6,47.8,10.2,4.8,6.5,1053,[0.56241033 0.58199753],0.5722039319472036
1400000US53061052211,"CensusTract522.11,SnohomishCounty,Washington",82054,85227,101250,63359,15.8,45.2,35.6,0.0,3.4,20.0,55.0,19.0,0.0,6.0,0.0,40.0,60.0,0.0,0.0,28.6,42.9,28.6,0.0,0.0,1054,[0.50178571],0.5017857142857143
1400000US53061052301,"CensusTract523.01,SnohomishCounty,Washington",129444,128056,136047,40455,15.4,23.200000000000003,24.1,16.9,20.5,8.3,26.0,27.0,18.1,20.6,8.2,22.9,25.2,20.6,23.1,57.900000000000006,15.0,11.8,3.5,11.8,1055,"[0.53479853 0.35648995 0.51778656 0.4835924  0.49915398 0.44810544
 0.45065177]",0.4700826605545382
1400000US53061052302,"CensusTract523.02,SnohomishCounty,Washington",114688,130000,148654,42429,20.1,21.9,19.5,20.5,18.1,13.3,21.700000000000003,20.9,23.7,20.5,7.0,22.0,21.7,26.2,23.3,56.900000000000006,25.700000000000003,7.9,2.5,7.0,1056,"[0.3509434  0.53529412 0.82865169 0.49303136 0.58990944 0.23404255
 0.46753247 0.53405573 0.45318352]",0.4985160300838756
1400000US53061052401,"CensusTract524.01,SnohomishCounty,Washington",64306,81625,90139,45799,36.5,31.700000000000003,19.9,7.7,4.2,21.5,41.0,23.2,9.5,4.9,16.2,39.2,27.3,12.2,5.2,62.2,20.3,12.5,4.9,0.0,1057,[0.6183844  0.57017544 0.57432432 0.49589041 0.51197605 0.54738155],0.5530220281721301
1400000US53061052402,"CensusTract524.02,SnohomishCounty,Washington",52744,93809,121587,35489,46.5,24.6,15.3,10.3,3.1,31.0,23.6,25.5,16.3,3.5,6.3,21.7,40.9,24.6,6.7,70.6,23.2,2.8,2.5,1.1,1058,[0.65348399 0.61206897 0.58910162],0.6182181926712467
1400000US53061052502,"CensusTract525.02,SnohomishCounty,Washington",110610,128313,134797,63611,14.8,25.8,25.7,20.7,13.0,6.199999999999999,20.3,32.7,26.0,14.7,4.0,16.2,34.7,29.2,15.9,40.3,41.0,12.7,2.2,3.8,1059,[0.57475083 0.33986928 0.51904762 0.51612903 0.51150895 0.45353982],0.4858075895552864
1400000US53061052504,"CensusTract525.04,SnohomishCounty,Washington",103929,114688,125313,65789,18.5,28.700000000000003,24.6,21.7,6.6,13.4,31.5,29.9,17.1,8.1,10.4,27.4,28.8,22.7,10.7,38.1,39.8,11.0,8.9,2.1,1060,"[0.53301887 0.32599119 0.49408983 0.59357278 0.47571189 0.47849462
 0.55219365]",0.4932961190199059
1400000US53061052505,"CensusTract525.05,SnohomishCounty,Washington",106677,106463,126307,91506,8.0,36.1,34.7,15.6,5.6,10.0,32.9,36.3,13.9,7.0,8.2,15.7,50.4,15.2,10.4,3.9,79.0,11.7,5.3,0.0,1061,[0.53142857 0.62936047 0.57407407 0.5399061 ],0.5686923034763274
1400000US53061052506,"CensusTract525.06,SnohomishCounty,Washington",88898,91361,94389,56235,9.0,55.1,20.7,14.3,0.8,14.3,45.3,23.3,17.2,0.0,5.6,48.7,22.8,22.9,0.0,18.7,63.5,17.8,0.0,0.0,1062,[0.53333333 0.53553719 0.56221198],0.5436941683275994
1400000US53061052603,"CensusTract526.03,SnohomishCounty,Washington",112872,129570,147546,64167,20.8,21.9,25.3,27.3,4.6,12.6,16.9,30.9,33.1,6.3,6.7,14.8,32.9,38.3,7.3,43.5,41.5,9.7,5.2,0.0,1063,[0.51233672 0.53259141],0.522464067414123
1400000US53061052604,"CensusTract526.04,SnohomishCounty,Washington",76992,95345,101875,32330,28.0,35.7,20.1,8.0,8.2,16.5,37.400000000000006,26.0,9.8,10.4,12.2,36.7,27.5,10.0,13.6,61.89999999999999,27.700000000000003,4.2,3.5,2.6,1064,[0.58414767 0.45833333 0.59417808 0.60143885 0.56624319],0.560868224843849
1400000US53061052605,"CensusTract526.05,SnohomishCounty,Washington",96513,102721,117357,77647,18.8,35.5,26.9,8.8,10.1,16.9,33.1,30.4,10.9,8.9,10.9,28.8,37.2,10.8,12.3,30.1,41.7,14.3,6.8,7.1,1065,[0.56167979 0.56037736 0.54371585 0.52873563 0.52535497 0.55301455],0.5454796917139743
1400000US53061052606,"CensusTract526.06,SnohomishCounty,Washington",98169,109375,118911,43839,20.3,31.3,23.7,13.0,11.6,13.0,30.200000000000003,26.8,15.5,14.5,7.6,29.5,30.7,17.8,14.4,53.39999999999999,38.0,2.3,4.4,2.1,1066,[0.41333333 0.34146341 0.51089588 0.43953935 0.56       0.52722772],0.465409950320971
1400000US53061052607,"CensusTract526.07,SnohomishCounty,Washington",107155,108040,113510,90147,11.8,26.700000000000003,35.1,15.4,11.1,10.7,25.6,35.0,17.6,11.2,5.7,22.9,40.0,19.0,12.4,19.9,43.1,26.4,0.0,10.6,1067,[0.58551069 0.47910448 0.51340483 0.51226994],0.5225724827089042
1400000US53061052701,"CensusTract527.01,SnohomishCounty,Washington",107596,108269,109760,-,14.5,29.4,28.5,16.8,10.7,9.5,33.6,29.7,14.8,12.2,5.6,34.9,31.2,14.5,13.7,50.0,9.5,9.5,31.1,0.0,1068,[0.46073298 0.4511041  0.4111349 ],0.4409906629599409
1400000US53061052706,"CensusTract527.06,SnohomishCounty,Washington",102478,105750,110265,58333,15.7,31.7,36.8,7.6,8.3,11.2,34.1,37.6,8.2,8.9,8.200000000000001,29.8,42.9,9.4,9.6,42.5,33.5,16.0,4.9,3.1,1069,[0.59562842 0.63975904 0.57769424 0.23076923 0.56140351 0.56485356],0.5283513305101022
1400000US53061052707,"CensusTract527.07,SnohomishCounty,Washington",102311,114647,133958,49612,17.400000000000002,27.3,33.2,11.0,11.1,15.1,25.8,35.3,12.4,11.5,4.2,20.6,43.9,16.6,14.8,55.0,30.8,5.6,3.4,5.1,1070,[0.45631068 0.55482456 0.51495017 0.50883392],0.5087298323474001
1400000US53061052708,"CensusTract527.08,SnohomishCounty,Washington",110334,111183,112312,68750,10.4,31.4,36.5,11.8,9.8,9.5,25.4,40.7,14.0,10.5,7.1000000000000005,22.5,41.6,16.4,12.3,15.7,62.6,15.1,3.5,3.1,1071,[0.47011952 0.51982379 0.53071253 0.5184244  0.52222222 0.51146132],0.51212729631452
1400000US53061052709,"CensusTract527.09,SnohomishCounty,Washington",102778,104931,114706,68409,21.8,27.8,25.8,13.6,11.0,17.8,28.4,28.4,14.5,10.9,13.3,26.1,30.9,16.5,13.2,43.0,30.5,20.5,0.0,6.0,1072,"[       nan 0.48863636 0.39344262 0.53577371 0.42058166 0.39941263
 0.44808743]",
1400000US53061052710,"CensusTract527.10,SnohomishCounty,Washington",101938,104426,106442,59306,12.2,30.4,35.8,13.5,8.1,5.6,30.6,43.9,15.8,4.2,3.4,29.2,44.5,18.1,4.8,40.9,39.3,7.4,0.0,12.4,1073,[0.54445964 0.48221344 0.52256944],0.5164141758341559
1400000US53061052711,"CensusTract527.11,SnohomishCounty,Washington",98590,98692,117528,89205,17.4,36.2,29.7,10.4,6.4,20.3,33.4,29.7,11.1,5.8,8.799999999999999,32.2,35.0,15.7,8.3,15.3,38.8,45.9,0.0,0.0,1074,[0.49657534 0.59104938 0.54911243 0.42622951 0.41944444 0.4278607 ],0.4850453000626473
1400000US53061052803,"CensusTract528.03,SnohomishCounty,Washington",91929,95859,103958,74688,24.4,33.4,23.7,6.8,11.7,21.7,32.0,31.9,6.1,8.3,19.0,30.200000000000003,35.2,5.6,10.0,34.1,35.5,6.0,3.8,20.4,1075,"[0.5521978  0.53875969 0.5        0.50439883 0.48545455 0.52598226
 0.6900149         nan]",
1400000US53061052805,"CensusTract528.05,SnohomishCounty,Washington",76691,93854,96801,42893,31.6,34.2,12.7,13.9,7.6,16.799999999999997,41.7,15.4,14.4,11.7,11.3,40.7,16.2,17.6,14.3,57.7,23.6,4.5,13.0,1.2,1076,[0.53321976 0.50148368 0.47677596 0.52757353 0.512      0.4893617 ],0.506735771474658
1400000US53061052807,"CensusTract528.07,SnohomishCounty,Washington",78250,84952,115429,24375,26.8,34.9,22.4,8.9,7.0,18.2,37.8,24.6,9.8,9.6,13.4,33.2,27.8,12.9,12.6,63.4,22.3,9.9,4.4,0.0,1077,[0.52179837 0.47194719 0.4815534 ],0.4917663193001134
1400000US53061052808,"CensusTract528.08,SnohomishCounty,Washington",98676,103712,102375,76364,16.9,33.8,25.0,21.6,2.6,8.2,37.6,34.1,16.4,3.8,8.2,39.0,43.7,9.2,0.0,37.5,24.9,19.4,18.3,0.0,1078,[0.55731225 0.5112782  0.52234994],0.5303134615320628
1400000US53061052809,"CensusTract528.09,SnohomishCounty,Washington",86742,108659,120070,39919,21.0,39.7,31.7,7.5,0.0,4.699999999999999,40.7,45.0,9.5,0.0,0.0,32.0,56.1,11.8,0.0,60.5,33.4,2.8,3.3,0.0,1079,[0.61049724 0.59210526 0.59475806],0.5991201884143615
1400000US53061052810,"CensusTract528.10,SnohomishCounty,Washington",106002,107448,110566,64333,13.7,32.0,26.4,17.4,10.5,10.5,26.4,34.8,13.2,15.1,7.5,27.0,35.9,13.9,15.9,28.7,40.8,11.5,19.1,0.0,1080,[0.51593323 0.55419223 0.54146341 0.53791469],0.5373758919465209
1400000US53061052903,"CensusTract529.03,SnohomishCounty,Washington",57202,50288,75313,60449,42.7,37.1,13.2,4.3,2.6,49.6,26.700000000000003,16.6,5.6,1.4,26.4,39.9,22.2,9.0,2.6,37.6,50.4,7.7,0.0,4.2,1081,[0.56887299 0.5856     0.56267409 0.51477833],0.557981351827078
1400000US53061052904,"CensusTract529.04,SnohomishCounty,Washington",78275,83154,86756,33958,38.6,34.3,16.5,7.4,3.1,30.9,39.3,19.4,6.3,4.1,23.200000000000003,42.6,20.8,8.1,5.2,73.4,15.4,8.0,3.1,0.0,1082,[0.5        0.54271357 0.5758427  0.52447552],0.5357579472359836
1400000US53061052905,"CensusTract529.05,SnohomishCounty,Washington",51140,64375,70175,26832,48.7,38.0,7.7,4.2,1.5,27.8,53.2,8.2,8.0,2.8,23.0,52.6,9.3,11.2,3.9,75.1,21.8,3.0,0.0,0.0,1083,[0.53820034],0.5382003395585738
1400000US53061052906,"CensusTract529.06,SnohomishCounty,Washington",75924,77583,96397,54861,33.5,36.0,20.2,6.3,3.9,33.7,31.0,22.9,8.1,4.3,21.9,32.5,29.3,10.3,6.1,42.0,40.400000000000006,13.1,1.6,2.7,1084,[0.52255639 0.52083333 0.44234801 0.55079007 0.51212938],0.509731436094104
1400000US53061053101,"CensusTract531.01,SnohomishCounty,Washington",76296,91250,99879,33152,31.4,36.6,17.0,9.4,5.6,18.9,38.5,23.6,11.9,7.2,15.2,35.1,26.1,15.4,8.4,67.19999999999999,24.3,2.5,3.9,2.1,1089,[0.67153285 0.41232227 0.42180095 0.57623318 0.61203008 0.38868613],0.5137675766492461
1400000US53061053102,"CensusTract531.02,SnohomishCounty,Washington",64263,80769,105820,37214,33.400000000000006,35.8,13.4,8.1,9.3,23.5,35.5,17.7,11.9,11.4,16.3,31.5,22.8,14.8,14.7,59.8,34.6,3.3,0.0,2.3,1090,"[       nan 0.5203252  0.47330961 0.4627451  0.51535088 0.36968839
 0.5106383 ]",
1400000US53061053201,"CensusTract532.01,SnohomishCounty,Washington",79141,90985,105504,35632,33.7,27.3,23.5,7.2,8.1,17.4,36.1,24.7,11.0,10.7,13.4,33.8,28.2,12.0,12.7,65.3,12.0,21.2,0.0,1.6,1091,[       nan 0.4296875  0.40667976 0.47189542 0.44390244 0.39885496],
1400000US53061053202,"CensusTract532.02,SnohomishCounty,Washington",114219,117480,124432,68462,14.6,27.200000000000003,21.9,16.1,20.3,9.3,27.0,25.0,19.6,19.2,9.1,24.3,24.7,21.2,20.8,31.9,33.2,12.7,6.1,16.1,1092,[0.42701228 0.47811994 0.42089985 0.48756219 0.48101266],0.4589213831246387
1400000US53061053301,"CensusTract533.01,SnohomishCounty,Washington",75136,87688,96250,39354,34.400000000000006,33.7,19.5,5.9,6.6,19.6,37.7,24.9,8.3,9.5,17.0,34.7,27.3,10.0,11.1,60.99999999999999,24.7,10.3,2.0,1.7,1093,"[0.46583851 0.42909988 0.44856661 0.42019544 0.46728972 0.45167653
 0.42376682 0.54992548]",0.4570448731159898
1400000US53061053302,"CensusTract533.02,SnohomishCounty,Washington",79912,102706,110183,31379,30.8,26.8,20.4,10.5,11.6,17.0,28.1,27.1,11.8,15.9,15.500000000000002,25.200000000000003,27.4,13.6,18.3,67.4,26.4,2.2,3.9,0.0,1094,"[0.6912114  0.39685658 0.44756098 0.43424318 0.38427948 0.43264659
 0.40336134 0.40666667 0.43214756]",0.4476637530250394
1400000US53061053400,"CensusTract534,SnohomishCounty,Washington",100441,101895,102108,46786,22.9,25.9,22.6,14.2,14.5,17.6,25.4,28.6,11.1,17.3,12.6,28.4,25.9,13.0,20.2,50.8,25.6,8.0,12.7,2.9,1095,"[0.35813953 0.39473684 0.33423181 0.41853933 0.4526749  0.38206388
 0.40791738]",0.3926148102522603
1400000US53061053505,"CensusTract535.05,SnohomishCounty,Washington",94700,104096,119527,63542,21.3,30.9,27.0,11.0,9.7,20.4,25.4,29.5,11.9,12.7,6.6000000000000005,25.1,37.3,15.4,15.6,34.6,46.7,12.1,6.7,0.0,1096,[0.40343348 0.45724258 0.38282648 0.36516854 0.42816501 0.5483871 ],0.430870529725671
1400000US53061053506,"CensusTract535.06,SnohomishCounty,Washington",81033,87333,95544,-,25.7,41.7,15.8,7.4,9.4,14.4,45.7,18.8,8.8,12.3,8.200000000000001,47.1,22.3,11.0,11.4,56.8,34.3,6.3,0.0,2.6,1097,"[0.44974446 0.38115632 0.34893617 0.38724728 0.39901478 0.62566845
 0.38815789 0.34159292 0.37283237 0.32598039]",0.4020331033597787
1400000US53061053507,"CensusTract535.07,SnohomishCounty,Washington",116525,117730,131250,-,13.2,22.0,41.9,17.3,5.7,9.3,24.6,42.4,17.7,6.0,5.2,24.5,44.9,19.9,5.5,48.0,4.7,39.7,4.0,3.6,1098,[0.43852978 0.51315789 0.4356261  0.46786632 0.45870206],0.462776434074242
1400000US53061053508,"CensusTract535.08,SnohomishCounty,Washington",93996,107284,114043,56250,16.799999999999997,37.7,20.5,9.7,15.2,11.5,34.7,24.1,10.1,19.6,7.699999999999999,29.9,28.8,10.0,23.5,41.7,40.3,7.0,10.9,0.0,1099,[0.43478261 0.42553191 0.46666667        nan 0.875      0.34375   ],
1400000US53061053509,"CensusTract535.09,SnohomishCounty,Washington",65870,68382,76204,43864,41.5,38.8,13.8,5.4,0.6,33.2,37.8,19.1,8.8,1.0,23.5,38.900000000000006,23.8,12.3,1.4,55.8,39.8,3.0,1.3,0.0,1100,[0.40438871 0.49829739 0.41232877],0.4383382903957121
1400000US53061053510,"CensusTract535.10,SnohomishCounty,Washington",56917,83750,86964,32997,37.7,38.2,15.5,6.8,1.8,14.0,50.5,22.9,10.5,1.9,14.0,48.9,23.5,11.5,2.1,67.9,24.4,4.0,2.1,1.6,1101,[0.49367089 0.49901381 0.        ],0.3308948975940213
1400000US53061053511,"CensusTract535.11,SnohomishCounty,Washington",73854,78917,105678,48571,30.3,30.2,18.9,9.6,11.0,18.6,33.2,28.0,14.9,5.3,9.0,33.8,31.5,19.0,6.8,51.89999999999999,24.6,2.2,0.0,21.5,1102,[0.44061962        nan 0.46451613 0.46368715],
1400000US53061053603,"CensusTract536.03,SnohomishCounty,Washington",104514,120208,132426,49881,16.0,28.700000000000003,26.7,9.4,19.2,7.9,29.0,29.1,10.8,23.1,2.9,28.8,29.3,12.4,26.6,50.400000000000006,28.3,19.3,0.0,2.1,1103,[0.56756757 0.43243243 0.3840399  0.50737463 0.44745223],0.4677733521634352
1400000US53061053604,"CensusTract536.04,SnohomishCounty,Washington",80216,100369,104891,48661,29.8,30.5,20.2,13.3,6.2,22.200000000000003,27.2,27.4,15.9,7.4,8.5,33.7,31.3,17.2,9.3,53.6,35.9,0.0,7.8,2.8,1104,[0.41043084 0.46312684 0.44366197 0.48656716],0.4509467046675438
1400000US53061053605,"CensusTract536.05,SnohomishCounty,Washington",107783,109505,124886,18804,24.5,18.0,37.3,13.7,6.6,12.7,19.8,43.2,16.4,7.9,5.8,28.3,32.7,22.0,11.2,82.8,9.2,8.0,0.0,0.0,1105,[0.44747899        nan],
1400000US53061053606,"CensusTract536.06,SnohomishCounty,Washington",97980,115515,123750,70304,15.0,45.4,15.8,4.6,19.2,10.8,30.0,23.7,7.4,28.1,3.2,32.8,28.0,8.7,27.2,30.0,63.4,2.6,0.0,4.0,1106,"[0.50732357 0.46078431        nan 0.37222222 0.44879518 0.43438914
 0.45655172]",
